Data,Ticker,Płynność bieżąca,Udział zysku netto w przepływach operacyjnych,ROE,Marża zysku operacyjnego,Cena / Wartość księgowa,Cena / Zysk,Zadłużenie ogólne
2016-12-31,ELZ,1.19,45.87,10.75,13.00,0.92,8.58,0.52
2017-03-31,ELZ,1.16,34.68,7.66,10.61,0.95,12.34,0.53
2017-06-30,ELZ,0.83,44.98,8.55,11.41,0.92,10.79,0.53
2017-09-30,ELZ,0.85,114.22,8.70,10.58,0.93,10.66,0.53
2017-12-31,ELZ,0.81,29.11,2.25,11.46,0.84,37.54,0.52
2018-03-31,ELZ,0.91,33.02,3.62,11.55,0.85,23.52,0.53
2018-06-30,ELZ,1.13,669.74,7.40,9.00,0.8,10.84,0.5
2018-09-30,ELZ,1.21,44.40,5.96,9.20,0.82,13.7,0.53
2018-12-31,ELZ,1.3,-71.26,-3.49,0.64,0.87,,0.58
2019-03-31,ELZ,1.17,-720.45,-7.57,-1.90,0.92,,0.61
2019-06-30,ELZ,1.3,-1335.10,-10.88,0.10,0.89,,0.6
2019-09-30,ELZ,1.23,118.83,-8.31,0.62,0.89,,0.61
2019-12-31,ELZ,1.08,-3.99,-0.20,7.17,0.88,,0.58
2020-03-31,ELZ,1.12,41.58,6.49,9.92,0.86,13.25,0.57
2016-12-31,GOP,0.29,111.11,200.00,,,,3.5
2017-12-31,GOP,5.98,428.00,60.45,84.96,147.28,243.62,0.13
2018-12-31,GOP,67.67,131.34,73.92,72.95,38.41,51.96,0.01
2019-12-31,GOP,59.5,177.85,39.57,62.23,17.41,43.99,0.02
2007-12-31,IFI,2.14,394.44,20.25,4.21,10.92,53.94,0.43
2008-03-31,IFI,1.92,-58.48,23.34,5.52,9.39,40.23,0.47
2008-06-30,IFI,6.94,129.31,11.25,9.39,2.83,25.14,0.14
2008-09-30,IFI,6.71,103.21,10.56,8.06,2.78,26.27,0.14
2008-12-31,IFI,7.12,119.58,2.12,-0.72,3.04,143.35,0.13
2009-03-31,IFI,7.12,351.38,-23.39,-16.13,3.74,,0.13
2009-06-30,IFI,6.91,68.21,-38.91,-26.49,3.91,,0.13
2009-09-30,IFI,5.56,161.30,-70.12,-35.95,5.83,,0.16
2009-12-31,IFI,4.11,215.60,-64.24,-34.25,6.3,,0.22
2010-03-31,IFI,4.65,279.21,-31.96,-17.32,6.48,,0.2
2010-06-30,IFI,4.31,-71.50,-29.34,-17.16,6.88,,0.21
2010-09-30,IFI,4.93,296.02,-18.57,-11.63,6.8,,0.19
2010-12-31,IFI,4.66,99.06,-8.78,-5.61,6.79,,0.19
2011-03-31,IFI,4.73,9.86,-0.77,-1.74,6.5,,0.18
2011-06-30,IFI,4.35,128.57,6.15,1.97,6.44,104.75,0.19
2011-09-30,IFI,4.96,186.23,13.65,5.94,5.89,43.15,0.17
2011-12-31,IFI,4.98,145.05,16.00,7.02,5.69,35.58,0.17
2012-03-31,IFI,4.68,173.90,15.69,7.15,5.39,34.38,0.18
2012-06-30,IFI,4.47,1910.81,16.71,6.64,5.79,34.67,0.19
2012-09-30,IFI,4.45,-1154.05,9.92,3.28,5.7,57.41,0.19
2012-12-31,IFI,4.41,41.65,9.34,2.72,5.53,59.21,0.19
2013-03-31,IFI,4.97,46.72,13.12,5.17,5.01,38.18,0.18
2013-06-30,IFI,4.86,40.40,14.44,5.83,5.21,36.05,0.18
2013-09-30,IFI,5.49,45.35,15.47,7.05,5.05,32.64,0.15
2013-12-31,IFI,5.34,97.17,13.94,7.42,4.97,35.68,0.16
2014-03-31,IFI,4.96,62.30,7.03,3.67,4.89,69.64,0.17
2014-06-30,IFI,3.8,88.93,9.21,4.70,5.2,56.48,0.22
2014-09-30,IFI,4.93,74.42,10.31,5.24,4.97,48.16,0.16
2014-12-31,IFI,4.23,67.47,16.12,8.03,4.58,28.4,0.19
2015-03-31,IFI,4.1,46.54,12.23,5.73,4.7,38.42,0.2
2015-06-30,IFI,4.3,46.55,13.18,5.74,5.05,38.3,0.18
2015-09-30,IFI,4.26,45.79,13.39,6.35,4.78,35.73,0.19
2015-12-31,IFI,4.48,24.08,5.85,3.38,4.75,81.17,0.19
2016-03-31,IFI,4.62,54.37,14.17,8.22,4.47,31.51,0.19
2016-06-30,IFI,4.43,58.92,16.62,9.62,4.37,26.33,0.19
2016-09-30,IFI,4.32,71.99,17.90,10.87,4.07,22.76,0.2
2016-12-31,IFI,5.23,89.06,24.85,15.41,3.7,14.9,0.17
2017-03-31,IFI,5.4,76.36,24.81,15.85,3.47,14.0,0.16
2017-06-30,IFI,5.25,84.01,27.90,17.08,3.47,12.44,0.17
2017-09-30,IFI,5.4,75.42,27.05,16.86,3.25,12.01,0.16
2017-12-31,IFI,4.75,69.93,22.92,13.66,3.26,14.24,0.19
2018-03-31,IFI,4.91,70.52,20.26,11.27,3.31,16.34,0.18
2018-06-30,IFI,4.67,55.32,18.21,9.70,3.29,18.05,0.19
2018-09-30,IFI,4.66,61.15,15.76,8.39,3.17,20.09,0.19
2018-12-31,IFI,4.56,66.32,16.81,9.02,3.05,18.17,0.19
2019-03-31,IFI,4.57,80.83,20.58,11.14,2.9,14.11,0.2
2019-06-30,IFI,4.81,82.22,21.08,11.32,2.84,13.45,0.19
2019-09-30,IFI,4.97,83.67,22.56,11.93,2.75,12.18,0.18
2019-12-31,IFI,4.78,81.22,24.45,12.38,2.8,11.45,0.19
2020-03-31,IFI,4.84,74.60,22.89,11.49,2.71,11.85,0.18
2004-12-31,LRK,1.23,10.78,32.63,-5.40,0.03,0.08,0.91
2005-12-31,LRK,3.24,-1026.28,48.60,-13.09,0.0,0.01,0.21
2006-03-31,LRK,3.68,-918.18,51.27,-8.35,0.0,0.01,0.18
2006-06-30,LRK,2.33,-514.09,54.69,-9.37,0.0,0.01,0.28
2006-09-30,LRK,3.4,-562.38,67.92,-9.18,0.0,0.0,0.18
2006-12-31,LRK,2.13,-711.94,14.21,4.74,0.0,0.02,0.17
2007-03-31,LRK,2.32,-378.98,13.18,4.80,0.0,0.02,0.14
2007-06-30,LRK,2.63,-359.80,23.11,5.71,0.0,0.01,0.17
2007-09-30,LRK,3.47,711.78,6.57,14.27,0.01,0.09,0.11
2007-12-31,LRK,1.83,-871.95,5.17,8.72,0.01,0.12,0.18
2008-03-31,LRK,1.51,391.05,5.59,6.05,0.01,0.11,0.25
2008-06-30,LRK,1.06,-416.08,1.91,2.28,0.01,0.33,0.34
2008-09-30,LRK,1.06,-13.74,0.64,1.63,0.01,0.97,0.34
2008-12-31,LRK,1.02,-138.82,-3.78,-0.83,0.01,,0.35
2009-03-31,LRK,1.0,644.24,-3.11,-0.27,0.01,,0.31
2009-06-30,LRK,1.57,1.84,0.15,2.94,0.01,4.22,0.23
2009-09-30,LRK,3.82,42.84,6.54,3.54,0.01,0.09,0.21
2009-12-31,LRK,2.46,34.62,0.85,-0.83,0.01,0.8,0.29
2010-03-31,LRK,1.35,281.71,0.95,4.16,0.0,0.2,0.21
2010-06-30,LRK,1.62,293.46,1.96,9.27,0.0,0.11,0.18
2010-09-30,LRK,0.94,-96.86,1.06,14.64,0.0,0.23,0.2
2010-12-31,LRK,1.12,108.70,5.65,28.61,0.01,0.1,0.18
2011-03-31,LRK,1.19,98.79,5.44,26.36,0.01,0.1,0.17
2011-06-30,LRK,1.23,42.88,1.96,13.94,0.01,0.31,0.17
2011-09-30,LRK,1.22,34.10,2.19,15.66,0.01,0.28,0.19
2011-12-31,LRK,1.1,96.52,5.31,30.40,0.01,0.11,0.27
2012-03-31,LRK,1.23,136.72,4.77,24.82,0.01,0.12,0.26
2012-06-30,LRK,1.03,125.60,6.10,28.51,0.01,0.1,0.25
2012-09-30,LRK,1.01,112.40,4.53,22.07,0.01,0.13,0.24
2012-12-31,LRK,1.0,42.87,1.38,12.85,0.01,0.47,0.24
2013-03-31,LRK,1.03,22.58,1.50,14.26,0.01,0.43,0.23
2013-06-30,LRK,1.05,40.83,1.92,14.52,0.01,0.33,0.23
2013-09-30,LRK,1.12,63.63,3.14,19.98,0.01,0.2,0.22
2013-12-31,LRK,1.07,32.36,1.97,17.28,0.01,0.32,0.25
2014-03-31,LRK,1.13,33.46,1.62,16.28,0.01,0.39,0.25
2014-06-30,LRK,1.11,27.03,1.52,16.07,0.01,0.41,0.26
2014-09-30,LRK,1.1,3.06,0.17,11.19,0.01,3.78,0.25
2014-12-31,LRK,0.78,-1227.75,-177.35,-228.86,0.02,,0.51
2015-03-31,LRK,0.84,-980.03,-174.74,-219.60,0.02,,0.52
2015-06-30,LRK,0.82,-1181.60,-167.84,-216.09,0.02,,0.53
2015-09-30,LRK,0.8,-871.26,-178.70,-239.82,0.02,,0.55
2015-12-31,LRK,0.73,3433.87,-26.96,-28.70,0.02,,0.6
2016-03-31,LRK,0.76,3248.85,-29.72,-33.72,0.02,,0.62
2016-06-30,LRK,0.79,3023.86,-32.27,-43.20,0.02,,0.6
2016-09-30,LRK,0.82,315.52,-25.98,-33.30,0.02,,0.6
2016-12-31,LRK,0.6,53392.39,-2230.24,-98.89,0.54,,0.94
2017-03-31,LRK,0.58,6097.25,2769.03,-144.19,,,1.01
2017-06-30,LRK,0.45,4218.04,650.55,-270.44,,,1.22
2017-09-30,LRK,0.66,1257.44,-24896.66,-455.44,5.72,,0.97
2017-12-31,LRK,0.63,2229.16,134.23,-362.93,,,1.11
2018-03-31,LRK,1.22,478.78,-43.60,-345.37,0.12,,0.5
2006-12-31,LSI,0.73,23.47,14.19,15.41,7.08,49.89,0.4
2007-03-31,LSI,2.38,36.62,6.10,18.73,3.09,50.62,0.22
2007-06-30,LSI,2.3,35.76,5.76,16.10,3.02,52.48,0.23
2007-09-30,LSI,2.29,66.71,8.79,18.05,2.95,33.57,0.36
2007-12-31,LSI,2.0,1089.86,9.14,15.51,2.87,31.4,0.39
2008-03-31,LSI,2.13,-211.22,9.92,15.23,2.8,28.2,0.37
2008-06-30,LSI,2.75,158.55,9.70,15.43,2.68,27.64,0.29
2008-09-30,LSI,2.87,170.61,9.50,14.85,2.63,27.64,0.29
2008-12-31,LSI,1.1,-145.27,-19.57,-9.90,3.39,,0.39
2009-03-31,LSI,1.06,-78.96,-23.25,-10.43,3.41,,0.41
2009-06-30,LSI,1.15,-115.47,-23.82,-13.11,3.34,,0.38
2009-09-30,LSI,1.32,-106.10,-23.66,-13.56,3.27,,0.36
2009-12-31,LSI,1.59,21.71,5.19,6.64,3.21,61.92,0.32
2010-03-31,LSI,2.21,49.00,7.57,6.10,3.15,41.64,0.31
2010-06-30,LSI,2.17,39.06,7.10,7.13,3.1,43.67,0.31
2010-09-30,LSI,2.33,40.05,6.84,7.80,3.04,44.48,0.31
2010-12-31,LSI,2.06,100.56,8.47,9.27,2.94,34.7,0.32
2011-03-31,LSI,2.35,55.70,8.57,9.52,2.88,33.61,0.29
2011-06-30,LSI,2.27,66.82,8.86,8.97,2.83,31.92,0.29
2011-09-30,LSI,2.18,45.01,8.88,8.99,2.75,31.04,0.29
2011-12-31,LSI,2.36,30.85,6.23,6.08,2.74,44.05,0.27
2012-03-31,LSI,2.38,47.74,7.47,6.96,2.65,35.51,0.27
2012-06-30,LSI,2.33,37.06,7.38,6.85,2.61,35.34,0.27
2012-09-30,LSI,1.76,26.64,6.50,5.77,2.58,39.73,0.32
2012-12-31,LSI,1.7,24.46,7.43,5.26,2.6,34.94,0.32
2013-03-31,LSI,1.62,19.19,5.71,4.01,2.56,44.8,0.33
2013-06-30,LSI,1.72,32.66,8.52,5.58,2.44,28.68,0.31
2013-09-30,LSI,1.61,50.14,9.92,6.61,2.39,24.06,0.33
2013-12-31,LSI,1.52,38.52,9.58,8.47,2.36,24.63,0.34
2014-03-31,LSI,1.81,53.20,10.27,9.58,2.2,21.45,0.28
2014-06-30,LSI,1.65,63.32,9.02,9.92,2.23,24.71,0.3
2014-09-30,LSI,1.7,61.87,7.47,9.90,2.21,29.56,0.28
2014-12-31,LSI,1.48,-111.31,-6.43,3.24,2.49,,0.3
2015-03-31,LSI,1.55,-39.70,-5.93,3.15,2.41,,0.28
2015-06-30,LSI,1.54,-11.59,-2.84,5.47,2.27,,0.27
2015-09-30,LSI,1.7,-8.32,-2.10,5.23,2.23,,0.26
2015-12-31,LSI,1.78,45.97,15.48,15.23,2.1,13.56,0.28
2016-03-31,LSI,1.81,61.85,16.22,15.90,2.01,12.41,0.23
2016-06-30,LSI,1.8,72.52,14.86,15.15,1.97,13.27,0.25
2016-09-30,LSI,1.86,64.03,18.23,17.98,1.86,10.22,0.23
2016-12-31,LSI,1.79,132.24,16.13,16.92,1.8,11.13,0.26
2017-03-31,LSI,1.36,124.25,16.00,16.97,1.72,10.77,0.33
2017-06-30,LSI,1.73,76.79,16.45,15.62,1.65,10.01,0.28
2017-09-30,LSI,1.72,97.95,15.08,14.09,1.58,10.49,0.29
2017-12-31,LSI,1.7,66.81,15.70,12.04,1.56,9.97,0.27
2018-03-31,LSI,2.09,58.29,16.26,12.44,1.49,9.17,0.23
2018-06-30,LSI,2.13,86.87,19.04,13.33,1.63,8.57,0.25
2018-09-30,LSI,2.09,88.32,19.00,13.89,1.58,8.32,0.26
2018-12-31,LSI,2.15,65.92,18.47,13.93,1.53,8.28,0.26
2019-03-31,LSI,2.76,64.32,18.09,13.36,1.45,8.01,0.22
2019-06-30,LSI,2.25,68.40,15.99,11.63,1.48,9.25,0.29
2019-09-30,LSI,2.59,98.83,16.88,12.13,1.39,8.26,0.26
2010-12-31,LVC,1.28,,,,2708.04,,0.5
2011-12-31,LVC,4.4,102.31,84.96,57.43,576.18,678.14,0.2
2012-12-31,LVC,5.69,91.87,80.70,63.36,231.62,287.02,0.15
2013-09-30,LVC,4.46,98.74,104.40,62.68,206.83,198.1,0.18
2013-12-31,LVC,4.47,87.07,90.56,63.69,151.7,167.51,0.17
2014-03-31,LVC,4.94,82.62,78.59,64.74,115.63,147.14,0.16
2014-06-30,LVC,2.76,88.18,147.73,63.63,187.36,126.83,0.25
2014-09-30,LVC,7.83,99.07,111.80,68.04,115.2,103.05,0.1
2014-12-31,LVC,11.23,104.02,94.01,70.19,82.32,87.56,0.07
2015-03-31,LVC,14.0,107.66,82.30,69.75,63.31,76.92,0.06
2015-06-30,LVC,5.21,104.17,167.92,69.51,114.69,68.3,0.14
2015-09-30,LVC,6.3,93.01,118.93,67.27,75.45,63.44,0.13
2015-12-31,LVC,10.41,98.57,95.08,65.90,55.03,57.88,0.08
2016-03-31,LVC,12.65,98.24,80.94,66.14,42.05,51.96,0.07
2016-06-30,LVC,5.64,100.26,166.03,66.65,78.9,47.52,0.13
2016-09-30,LVC,9.09,105.78,119.40,68.39,49.76,41.67,0.09
2016-12-31,LVC,13.69,99.33,96.12,69.96,36.39,37.86,0.06
2017-03-31,LVC,20.25,101.55,80.63,68.73,29.18,36.19,0.04
2017-06-30,LVC,8.88,101.14,150.28,70.23,51.75,34.44,0.08
2017-09-30,LVC,9.86,96.98,108.60,68.60,37.12,34.18,0.08
2017-12-31,LVC,10.91,100.26,106.79,68.62,35.92,33.64,0.07
2018-03-31,LVC,12.18,98.53,86.54,69.88,27.33,31.58,0.07
2018-06-30,LVC,6.82,98.08,136.21,67.85,41.34,30.35,0.1
2018-09-30,LVC,6.48,93.77,103.18,66.10,30.56,29.61,0.11
2018-12-31,LVC,5.99,93.59,105.37,64.75,29.9,28.37,0.12
2019-03-31,LVC,9.19,95.84,83.49,62.62,23.49,28.13,0.08
2019-06-30,LVC,5.87,93.57,122.07,62.07,33.05,27.07,0.15
2019-09-30,LVC,9.14,93.76,95.81,61.99,25.07,26.17,0.12
2008-12-31,MDG,7.62,,-145.09,-377.78,26.26,,0.13
2009-12-31,MDG,0.75,380.33,-100.98,-323.45,41.07,,0.33
2010-12-31,MDG,10.58,104.67,65.52,46.65,14.15,21.59,0.07
2011-09-30,MDG,42.14,127.25,20.15,43.47,5.11,25.33,0.02
2011-12-31,MDG,18.61,111.83,25.30,53.18,4.53,17.91,0.04
2012-03-31,MDG,22.61,134.82,27.44,60.15,4.08,14.85,0.03
2012-06-30,MDG,7.28,172.66,31.27,58.53,3.63,11.6,0.09
2012-09-30,MDG,44.61,107.37,8.66,64.20,0.75,8.71,0.02
2012-12-31,MDG,42.91,130.14,10.05,64.50,1.0,9.97,0.02
2013-03-31,MDG,131.49,115.83,11.16,62.57,0.97,8.68,0.01
2013-06-30,MDG,9.02,90.14,12.65,64.38,0.98,7.78,0.07
2013-09-30,MDG,21.44,302.50,13.22,65.47,0.95,7.18,0.03
2013-12-31,MDG,21.38,194.98,13.44,63.74,0.91,6.8,0.03
2014-03-31,MDG,11.78,846.85,14.43,63.73,0.87,6.05,0.06
2014-06-30,MDG,5.06,-152.07,16.03,63.05,0.89,5.55,0.11
2014-09-30,MDG,10.68,-210.57,16.74,56.47,0.85,5.07,0.05
2014-12-31,MDG,11.26,-499.52,16.00,46.75,0.82,5.14,0.04
2015-03-31,MDG,11.27,-1210.41,16.50,42.64,0.78,4.72,0.05
2015-06-30,MDG,5.09,82.42,17.99,42.15,0.78,4.34,0.1
2015-09-30,MDG,5.92,63.16,16.13,38.22,0.76,4.71,0.06
2015-12-31,MDG,18.06,80.27,14.04,42.83,0.75,5.36,0.03
2016-03-31,MDG,1.02,11.87,2.29,19.44,0.59,25.97,0.41
2016-06-30,MDG,2.56,89.96,6.55,20.82,0.61,9.35,0.43
2016-09-30,MDG,3.42,59.07,7.50,20.12,0.58,7.73,0.4
2016-12-31,MDG,1.22,113.05,22.66,36.37,0.44,1.94,0.42
2017-03-31,MDG,1.17,147.39,27.97,34.89,0.45,1.62,0.34
2017-06-30,MDG,1.7,138.27,27.65,32.72,0.48,1.73,0.33
2017-09-30,MDG,2.57,134.52,29.00,33.77,0.46,1.59,0.31
2017-12-31,MDG,3.39,89.26,15.12,20.57,0.46,3.05,0.3
2018-03-31,MDG,3.55,93.11,16.21,23.06,0.46,2.81,0.27
2018-06-30,MDG,1.08,47.35,12.16,17.94,0.42,3.49,0.28
2018-09-30,MDG,1.12,35.13,8.59,12.59,0.43,4.95,0.27
2018-12-31,MDG,1.23,32.59,7.59,12.40,0.41,5.4,0.27
2019-03-31,MDG,1.1,30.12,7.47,11.74,0.39,5.27,0.32
2019-06-30,MDG,1.29,37.87,7.07,10.76,0.4,5.67,0.23
2019-09-30,MDG,1.23,43.53,5.81,8.11,0.38,6.5,0.21
2019-12-31,MDG,1.3,31.70,2.18,-0.05,0.4,18.21,0.21
2006-12-31,NTT,1.3,28.07,6.92,1.23,0.44,6.43,0.6
2007-03-31,NTT,1.22,83.36,7.64,1.27,0.44,5.77,0.67
2007-06-30,NTT,1.2,41.10,13.37,1.71,0.41,3.07,0.7
2007-09-30,NTT,1.95,-42.26,5.77,0.90,0.27,4.68,0.4
2007-12-31,NTT,1.53,-24.97,6.80,0.11,0.25,3.74,0.53
2008-03-31,NTT,1.71,-59.03,7.54,-0.07,0.26,3.41,0.45
2008-06-30,NTT,1.68,-26.62,5.52,0.06,0.25,4.47,0.48
2008-09-30,NTT,1.75,-50.13,3.22,-0.32,0.26,8.0,0.43
2008-12-31,NTT,1.72,28.80,3.22,1.59,0.25,7.77,0.45
2009-03-31,NTT,1.85,25.24,2.33,2.10,0.25,10.69,0.41
2009-06-30,NTT,1.93,26.96,-2.82,0.31,0.26,,0.4
2009-09-30,NTT,1.8,3.74,0.20,1.08,0.26,127.93,0.4
2009-12-31,NTT,1.89,-136.27,-3.24,-0.46,0.26,,0.38
2010-03-31,NTT,1.94,26.68,-5.65,-1.52,0.27,,0.36
2010-06-30,NTT,1.87,51.94,-7.65,-0.63,0.28,,0.38
2010-09-30,NTT,1.72,-2009.38,-7.32,-1.12,0.28,,0.43
2010-12-31,NTT,1.51,1513.24,-5.52,-1.10,0.27,,0.49
2011-03-31,NTT,1.79,-13.45,-3.22,-0.64,0.26,,0.39
2011-06-30,NTT,2.01,13.37,1.55,-0.12,0.26,17.06,0.34
2011-09-30,NTT,1.68,0.47,0.03,0.38,0.27,910.14,0.42
2011-12-31,NTT,2.07,12.92,0.64,0.91,0.26,41.05,0.32
2012-03-31,NTT,2.09,-21.26,0.78,0.74,0.26,33.67,0.32
2012-06-30,NTT,1.81,6.17,0.74,0.88,0.26,35.59,0.39
2012-09-30,NTT,1.62,-52.38,1.74,0.70,0.26,15.07,0.45
2012-12-31,NTT,1.51,23.75,1.94,0.64,0.26,13.32,0.5
2013-03-31,NTT,1.77,77.27,1.89,1.08,0.26,13.58,0.41
2013-06-30,NTT,1.67,-17.70,2.03,1.14,0.26,12.79,0.43
2013-09-30,NTT,1.53,-33.04,2.11,1.15,0.26,12.33,0.49
2013-12-31,NTT,1.42,-8.64,1.70,0.92,0.26,15.08,0.54
2014-03-31,NTT,1.52,-24.54,1.81,0.78,0.26,14.13,0.5
2014-06-30,NTT,1.54,19.26,1.72,0.57,0.26,14.88,0.5
2014-09-30,NTT,1.57,8.41,1.78,0.71,0.26,14.36,0.49
2014-12-31,NTT,1.61,77.75,2.32,1.04,0.25,10.83,0.47
2015-03-31,NTT,1.51,28.96,2.76,0.66,0.25,9.02,0.53
2015-06-30,NTT,1.59,-235.66,2.92,0.88,0.25,8.5,0.49
2015-09-30,NTT,1.73,-34.57,3.66,1.17,0.25,6.82,0.44
2015-12-31,NTT,1.46,6.03,4.40,1.18,0.24,5.55,0.56
2016-03-31,NTT,1.73,12.94,4.41,1.61,0.24,5.52,0.45
2016-06-30,NTT,1.55,-97.28,4.70,1.79,0.25,5.31,0.52
2016-09-30,NTT,1.45,9.32,4.59,1.34,0.25,5.41,0.56
2016-12-31,NTT,1.68,-4.45,2.65,1.20,0.25,9.34,0.47
2017-03-31,NTT,1.76,-7.35,2.21,0.77,0.25,11.25,0.44
2017-06-30,NTT,2.02,308.87,1.96,0.43,0.25,12.53,0.37
2017-09-30,NTT,2.41,-2.90,1.46,0.70,0.25,16.91,0.3
2017-12-31,NTT,2.76,56.86,1.24,0.23,0.24,19.75,0.26
2018-03-31,NTT,3.46,28.51,1.31,0.70,0.24,18.74,0.2
2018-06-30,NTT,2.84,710.11,3.41,1.37,0.24,6.98,0.26
2018-09-30,NTT,2.38,35.29,3.08,1.31,0.24,7.88,0.32
2018-12-31,NTT,2.8,78.91,3.52,1.43,0.24,6.8,0.26
2019-03-31,NTT,2.99,67.19,3.76,1.50,0.24,6.36,0.24
2019-06-30,NTT,2.91,19.21,2.60,1.08,0.23,9.01,0.25
2019-09-30,NTT,2.22,-118.18,3.32,1.12,0.24,7.1,0.34
2019-12-31,NTT,2.65,33.85,3.42,1.13,0.23,6.78,0.27
2007-12-31,OPM,1.34,63.07,31.08,4.75,17.71,56.97,0.58
2008-12-31,OPM,1.23,61.67,14.63,3.40,15.2,103.87,0.65
2009-12-31,OPM,1.0,-124.59,13.14,3.68,12.18,92.66,0.62
2010-12-31,OPM,1.02,179.72,12.13,4.40,9.99,82.36,0.66
2011-03-31,OPM,0.97,54.26,10.52,4.02,9.16,87.02,0.56
2011-06-30,OPM,0.99,49.85,11.23,3.94,8.99,80.08,0.55
2011-09-30,OPM,1.04,55.65,11.12,3.98,9.03,81.23,0.56
2011-12-31,OPM,1.01,58.49,9.84,3.22,8.6,87.47,0.67
2012-03-31,OPM,1.02,49.66,7.49,2.49,8.69,115.97,0.51
2012-06-30,OPM,0.97,48.21,4.52,1.83,8.81,194.78,0.6
2012-09-30,OPM,1.06,73.73,9.73,2.95,8.15,83.74,0.56
2012-12-31,OPM,1.06,363.72,9.54,3.39,7.78,81.54,0.66
2013-03-31,OPM,1.14,188.32,11.86,4.01,7.66,64.61,0.54
2013-06-30,OPM,1.09,82.67,13.21,3.88,7.88,59.66,0.58
2013-09-30,OPM,1.16,28.67,6.76,2.59,7.82,115.65,0.5
2013-12-31,OPM,1.18,36.32,10.45,3.47,7.16,68.52,0.58
2014-03-31,OPM,1.33,93.39,10.37,3.46,7.05,67.95,0.49
2014-06-30,OPM,1.16,62.54,11.06,3.42,7.28,65.8,0.58
2014-09-30,OPM,1.22,189.34,14.81,4.52,6.91,46.67,0.51
2014-12-31,OPM,1.23,130.98,11.36,3.98,6.57,57.81,0.54
2015-03-31,OPM,1.34,56.71,11.30,3.96,6.47,57.25,0.48
2015-06-30,OPM,1.27,77.66,11.87,4.35,6.8,57.26,0.49
2015-09-30,OPM,1.38,58.97,9.07,3.43,6.64,73.28,0.46
2015-12-31,OPM,1.42,26.62,9.12,3.66,6.38,69.98,0.47
2016-03-31,OPM,1.45,28.34,5.47,2.44,6.53,119.37,0.44
2016-06-30,OPM,2.3,665.85,54.09,1.94,3.42,6.32,0.4
2016-09-30,OPM,4.31,-865.40,52.76,0.76,3.43,6.5,0.26
2016-12-31,OPM,1.8,-345.60,63.20,-9.34,5.04,7.98,0.44
2017-03-31,OPM,2.22,-287.62,64.22,-9.88,5.15,8.02,0.36
2017-06-30,OPM,1.29,69.68,-19.36,-13.83,5.43,,0.41
2017-09-30,OPM,1.36,185.26,-23.01,-16.19,5.63,,0.36
2017-12-31,OPM,1.28,81.15,-19.21,-6.07,6.01,,0.41
2018-03-31,OPM,1.3,292.42,-19.45,-5.66,6.15,,0.38
2018-06-30,OPM,1.19,-983.45,-10.04,-3.05,6.14,,0.41
2018-09-30,OPM,1.28,-69.90,-5.73,-1.44,6.11,,0.36
2018-12-31,OPM,1.15,493.97,4.80,-0.29,5.89,122.63,0.46
2019-03-31,OPM,1.15,23.25,1.43,-1.81,6.25,436.88,0.36
2019-06-30,OPM,1.01,865.99,10.92,-3.02,5.47,50.06,0.39
2019-09-30,OPM,1.0,-262.75,11.28,-2.57,5.42,48.05,0.43
2019-12-31,OPM,1.75,56.82,6.21,1.06,5.52,88.97,0.48
2020-03-31,OPM,1.98,61.44,5.84,0.59,5.88,100.78,0.42
2005-12-31,PCG,10.95,193.77,14.67,21.18,0.02,0.1,0.08
2006-03-31,PCG,8.72,104.18,17.95,25.20,0.01,0.08,0.1
2006-06-30,PCG,9.43,156.51,18.53,25.67,0.01,0.07,0.09
2006-09-30,PCG,9.54,273.77,20.84,26.30,0.01,0.06,0.09
2006-12-31,PCG,5.85,-890.60,20.52,22.45,0.01,0.06,0.15
2007-03-31,PCG,5.32,-52.32,17.20,13.62,0.01,0.08,0.17
2007-06-30,PCG,3.25,-17.37,16.65,5.20,0.03,0.15,0.26
2007-09-30,PCG,3.78,2.84,-1.42,0.14,0.01,,0.23
2007-12-31,PCG,4.12,8.09,-2.06,-6.14,0.04,,0.13
2008-03-31,PCG,3.31,11.62,-2.38,-6.30,0.05,,0.17
2008-06-30,PCG,4.73,15.75,-2.24,-6.12,0.04,,0.11
2008-09-30,PCG,5.63,17.61,-1.19,-5.75,0.04,,0.09
2008-12-31,PCG,6.59,333.46,-20.70,-3.53,0.05,,0.09
2009-03-31,PCG,8.92,406.89,-24.91,-6.65,0.05,,0.06
2009-06-30,PCG,13.42,139.38,-27.22,-9.12,0.06,,0.05
2009-09-30,PCG,14.2,123.61,-25.95,-9.43,0.06,,0.04
2009-12-31,PCG,6.94,13.92,-1.75,-5.43,0.05,,0.08
2010-03-31,PCG,8.37,-39.86,5.24,2.80,0.05,0.99,0.07
2010-06-30,PCG,10.14,162.15,7.23,5.83,0.05,0.73,0.06
2010-09-30,PCG,7.61,247.50,10.00,9.03,0.05,0.51,0.08
2010-12-31,PCG,6.84,1435.37,8.58,9.31,0.05,0.58,0.09
2011-03-31,PCG,11.34,340.71,5.19,8.61,0.04,0.86,0.06
2011-06-30,PCG,0.94,18.49,2.18,11.34,0.02,0.81,0.33
2011-09-30,PCG,0.73,15.48,4.53,17.60,0.03,0.75,0.41
2011-12-31,PCG,1.74,-185.33,7.23,13.14,0.03,0.45,0.27
2012-03-31,PCG,1.82,-83.02,7.80,6.21,0.03,0.41,0.3
